image_id,source,bbox_count,stratify_group,fold
52adef115,arvalis_3,8,arvalis_3_0,3
52c1231da,ethz_1,71,ethz_1_3,2
52c457b5d,arvalis_1,34,arvalis_1_1,0
52e879ea3,arvalis_3,39,arvalis_3_1,3
53099e7e0,arvalis_1,38,arvalis_1_1,1
530a756df,arvalis_1,31,arvalis_1_1,2
531acb360,usask_1,31,usask_1_1,2
5343c02b0,usask_1,29,usask_1_1,3
5366196ef,arvalis_1,48,arvalis_1_2,0
536ef8d03,inrae_1,21,inrae_1_1,1
537395836,ethz_1,65,ethz_1_3,4
539eab290,ethz_1,57,ethz_1_2,1
539ee1a56,rres_1,55,rres_1_2,3
53c5fcf4c,arvalis_3,8,arvalis_3_0,4
53d0a8b5a,arvalis_1,65,arvalis_1_3,4
540b11d4a,rres_1,35,rres_1_1,1
54668a040,arvalis_1,28,arvalis_1_1,0
546a0e9fc,arvalis_1,85,arvalis_1_4,1
5498d5aae,rres_1,45,rres_1_2,4
54c4ea343,ethz_1,65,ethz_1_3,2
551902572,arvalis_1,48,arvalis_1_2,2
5530bd2c3,arvalis_1,33,arvalis_1_1,4
5559af3a9,rres_1,56,rres_1_2,0
555f4fc58,arvalis_2,22,arvalis_2_1,3
556c18af4,usask_1,22,usask_1_1,3
557d15524,ethz_1,42,ethz_1_2,2
55aecc5b4,ethz_1,64,ethz_1_3,0
55deda461,arvalis_1,32,arvalis_1_1,1
56105ed87,rres_1,47,rres_1_2,4
564832c17,arvalis_3,29,arvalis_3_1,2
566c90045,rres_1,67,rres_1_3,3
569ea0f59,arvalis_1,65,arvalis_1_3,2
56ace8298,arvalis_1,46,arvalis_1_2,1
56c1bc7f0,rres_1,34,rres_1_1,2
56c449fcd,ethz_1,55,ethz_1_2,3
56cb8b67d,usask_1,27,usask_1_1,2
56d56e9e8,ethz_1,79,ethz_1_3,2
56d818688,arvalis_1,47,arvalis_1_2,3
56f169f38,arvalis_3,6,arvalis_3_0,0
56f7dc978,arvalis_3,50,arvalis_3_2,0
56fd2d9c7,rres_1,44,rres_1_2,2
56fe78aae,inrae_1,20,inrae_1_1,3
570ca24af,arvalis_1,46,arvalis_1_2,3
57284abbb,arvalis_1,63,arvalis_1_3,4
572a469e9,usask_1,39,usask_1_1,1
5738fcf14,usask_1,32,usask_1_1,2
57393e4e9,usask_1,15,usask_1_0,4
57570effa,arvalis_1,52,arvalis_1_2,0
57587eaf7,arvalis_3,65,arvalis_3_3,1
5758d6571,arvalis_1,33,arvalis_1_1,4
5780f8065,ethz_1,67,ethz_1_3,2
5792ad7e6,arvalis_1,48,arvalis_1_2,4
57956c488,arvalis_1,49,arvalis_1_2,4
57a0bb1bd,ethz_1,76,ethz_1_3,4
57a45fde6,arvalis_1,37,arvalis_1_1,0
57a6b42c8,arvalis_3,38,arvalis_3_1,1
57ae1baf6,rres_1,36,rres_1_1,1
57c1475d8,arvalis_3,41,arvalis_3_2,4
57c9b9982,arvalis_3,26,arvalis_3_1,1
57e21a852,ethz_1,50,ethz_1_2,4
582bcd162,arvalis_3,14,arvalis_3_0,0
5834f6ee5,arvalis_3,36,arvalis_3_1,1
5855982d5,arvalis_3,56,arvalis_3_2,2
586607520,ethz_1,51,ethz_1_2,4
586a28040,usask_1,25,usask_1_1,3
58ac1a399,arvalis_1,33,arvalis_1_1,4
58adb478f,usask_1,30,usask_1_1,0
58b3d8b22,ethz_1,62,ethz_1_3,2
58bea1a2d,arvalis_1,44,arvalis_1_2,4
58c193340,ethz_1,68,ethz_1_3,3
58c6beb2d,arvalis_2,22,arvalis_2_1,0
58ce0381b,arvalis_1,34,arvalis_1_1,1
58cef5c6c,arvalis_1,35,arvalis_1_1,3
595709e55,inrae_1,29,inrae_1_1,1
595a30abe,arvalis_1,56,arvalis_1_2,4
59664f9a2,arvalis_1,72,arvalis_1_3,0
598cea123,arvalis_1,41,arvalis_1_2,0
598e8cea3,ethz_1,82,ethz_1_4,2
59ab1cdd7,rres_1,55,rres_1_2,4
59ad70280,arvalis_2,19,arvalis_2_0,4
59ade64e1,arvalis_2,24,arvalis_2_1,1
59afb9acf,ethz_1,57,ethz_1_2,0
59bb76698,ethz_1,57,ethz_1_2,3
59d43a53f,arvalis_3,21,arvalis_3_1,1
59d49ab38,arvalis_3,18,arvalis_3_0,0
59dbb2e28,arvalis_1,50,arvalis_1_2,4
59e521267,ethz_1,80,ethz_1_4,2
59e8168c0,arvalis_1,41,arvalis_1_2,1
5a0db55d8,usask_1,38,usask_1_1,2
5a0e2133c,arvalis_1,30,arvalis_1_1,4
5a155e612,usask_1,34,usask_1_1,1
5a28cf3a1,rres_1,27,rres_1_1,4
5a3e0c6b5,inrae_1,18,inrae_1_0,3
5a4432266,rres_1,62,rres_1_3,0
5a5631a48,rres_1,57,rres_1_2,2
5a5fff341,arvalis_1,37,arvalis_1_1,1
5a61c3e15,arvalis_1,69,arvalis_1_3,4
5a76259a0,arvalis_3,52,arvalis_3_2,0
5a77d4b5d,arvalis_2,14,arvalis_2_0,4
5a8f53092,ethz_1,56,ethz_1_2,0
5a986886b,arvalis_1,38,arvalis_1_1,2
5a9a55ae5,arvalis_1,42,arvalis_1_2,0
5a9be233e,usask_1,32,usask_1_1,3
5aa3b67b7,ethz_1,78,ethz_1_3,1
5aaf5b11f,arvalis_3,10,arvalis_3_0,2
5ab074c28,arvalis_1,35,arvalis_1_1,4
5ac7c8105,arvalis_1,38,arvalis_1_1,3
5adddbf87,ethz_1,51,ethz_1_2,4
5afdeef16,ethz_1,65,ethz_1_3,3
5b032a98f,arvalis_1,32,arvalis_1_1,1
5b13b8160,arvalis_1,44,arvalis_1_2,1
5b36bb79a,arvalis_3,4,arvalis_3_0,3
5b3ca5452,arvalis_1,25,arvalis_1_1,3
5b558a4c7,ethz_1,78,ethz_1_3,1
5ba57fd72,ethz_1,62,ethz_1_3,0
5baa23af0,rres_1,50,rres_1_2,0
5bf2f5f74,arvalis_1,45,arvalis_1_2,2
5c2312362,ethz_1,55,ethz_1_2,1
5c2e16f27,rres_1,44,rres_1_2,0
5c347dff7,arvalis_3,9,arvalis_3_0,0
5c6197826,rres_1,39,rres_1_1,0
5c64b986e,arvalis_3,55,arvalis_3_2,4
5c6bcf243,arvalis_1,29,arvalis_1_1,0
5c85e9eb3,arvalis_1,40,arvalis_1_2,0
5c87c1bdd,arvalis_1,34,arvalis_1_1,1
5c87e3fc3,arvalis_3,63,arvalis_3_3,1
5ca83de08,arvalis_1,42,arvalis_1_2,0
5ccb447e6,arvalis_1,41,arvalis_1_2,0
5ccbf7419,arvalis_1,42,arvalis_1_2,4
5cda6a08c,arvalis_1,54,arvalis_1_2,3
5d31186c4,rres_1,65,rres_1_3,2
5d3b4d154,ethz_1,81,ethz_1_4,3
5d41661cc,arvalis_3,2,arvalis_3_0,4
5d6935f10,ethz_1,58,ethz_1_2,1
5d6ce1c78,arvalis_1,47,arvalis_1_2,2
5d6d64e39,arvalis_1,49,arvalis_1_2,1
5d73dfef2,inrae_1,13,inrae_1_0,3
5dc28374a,ethz_1,67,ethz_1_3,3
5dcae81a5,arvalis_3,11,arvalis_3_0,2
5dcd02a5e,arvalis_1,70,arvalis_1_3,3
5de7e4f98,usask_1,38,usask_1_1,4
5df7b74dd,arvalis_1,81,arvalis_1_4,2
5e0747034,arvalis_2,19,arvalis_2_0,3
5e0a7fb4d,usask_1,20,usask_1_1,4
5e182e37e,arvalis_3,34,arvalis_3_1,2
5e30f8f4d,rres_1,47,rres_1_2,2
5e6a9d355,inrae_1,13,inrae_1_0,3
5e7aab7a2,inrae_1,25,inrae_1_1,3
5e9cd13e4,arvalis_2,21,arvalis_2_1,4
5ea4aa57a,arvalis_1,30,arvalis_1_1,2
5ec31deb1,arvalis_3,17,arvalis_3_0,0
5ef03457c,ethz_1,54,ethz_1_2,3
5f0b34ad6,usask_1,31,usask_1_1,1
5f27c9778,arvalis_1,63,arvalis_1_3,2
5f3d068f1,arvalis_1,49,arvalis_1_2,0
5f5181592,arvalis_3,20,arvalis_3_1,4
5f6877758,ethz_1,77,ethz_1_3,0
5f76c9a35,ethz_1,67,ethz_1_3,3
5f8ec0456,ethz_1,58,ethz_1_2,4
5f9151e33,arvalis_2,18,arvalis_2_0,3
5f9cfe156,arvalis_1,56,arvalis_1_2,4
5fab819b3,ethz_1,64,ethz_1_3,4
5fabe93b1,rres_1,22,rres_1_1,4
5fb074443,arvalis_3,41,arvalis_3_2,2
5fdc74081,inrae_1,14,inrae_1_0,0
60044b7cb,arvalis_1,53,arvalis_1_2,1
602e4b162,arvalis_1,56,arvalis_1_2,4
60870e668,ethz_1,59,ethz_1_2,2
60913f4db,arvalis_2,20,arvalis_2_1,3
609c993a9,arvalis_1,24,arvalis_1_1,2
60b440046,ethz_1,88,ethz_1_4,4
60cb22568,arvalis_1,60,arvalis_1_3,0
60fcdcd44,arvalis_3,51,arvalis_3_2,0
6106eefbc,arvalis_3,56,arvalis_3_2,2
610d45d1e,ethz_1,55,ethz_1_2,3
612b21960,ethz_1,61,ethz_1_3,0
613df3c8e,arvalis_1,52,arvalis_1_2,2
614640a0b,inrae_1,24,inrae_1_1,1
614b1d8c5,ethz_1,75,ethz_1_3,4
6188edac2,arvalis_3,27,arvalis_3_1,4
618e1cac0,arvalis_1,45,arvalis_1_2,0
619aff026,arvalis_1,30,arvalis_1_1,4
619cb231d,arvalis_3,10,arvalis_3_0,1
61a658026,inrae_1,25,inrae_1_1,4
61bcac952,arvalis_1,43,arvalis_1_2,3
61dcbea57,ethz_1,76,ethz_1_3,2
61ff5cdc2,arvalis_1,20,arvalis_1_1,0
6202ea12d,usask_1,40,usask_1_2,4
620d8294a,arvalis_2,25,arvalis_2_1,3
620e2aee4,inrae_1,25,inrae_1_1,0
6231cf54f,arvalis_1,53,arvalis_1_2,0
623f804bb,arvalis_1,50,arvalis_1_2,0
6244395ed,ethz_1,65,ethz_1_3,2
6246a382c,arvalis_3,29,arvalis_3_1,0
625311180,arvalis_3,45,arvalis_3_2,1
625c80346,arvalis_1,20,arvalis_1_1,4
625fca045,ethz_1,75,ethz_1_3,1
6284044ed,arvalis_1,29,arvalis_1_1,4
6298999e6,arvalis_1,28,arvalis_1_1,3
62be58f7d,ethz_1,58,ethz_1_2,2
62ec8d906,arvalis_1,44,arvalis_1_2,3
630b12b1a,rres_1,32,rres_1_1,3
633807391,arvalis_3,13,arvalis_3_0,4
63467d323,rres_1,56,rres_1_2,2
635f4a7ae,inrae_1,13,inrae_1_0,2
636069d07,arvalis_3,16,arvalis_3_0,1
63a5a0d29,ethz_1,85,ethz_1_4,0
63c207ea9,ethz_1,53,ethz_1_2,3
63c4e8cda,arvalis_1,48,arvalis_1_2,1
63c658201,arvalis_1,55,arvalis_1_2,1
63f63c857,arvalis_3,52,arvalis_3_2,2
63fe1ddab,ethz_1,56,ethz_1_2,4
6434a5bc8,arvalis_2,15,arvalis_2_0,0
643778d09,arvalis_3,64,arvalis_3_3,0
644eff133,ethz_1,78,ethz_1_3,3
647cf0c68,arvalis_1,36,arvalis_1_1,1
649ba7df7,arvalis_3,15,arvalis_3_0,4
64a883d10,ethz_1,74,ethz_1_3,4
64aff66ec,arvalis_3,21,arvalis_3_1,3
64b352e9a,arvalis_1,34,arvalis_1_1,1
64c39c542,ethz_1,72,ethz_1_3,3
64ee2e175,arvalis_3,52,arvalis_3_2,3
652903094,arvalis_1,33,arvalis_1_1,0
654a741f5,rres_1,65,rres_1_3,2
655532cc7,ethz_1,73,ethz_1_3,4
655c1ffdd,arvalis_1,33,arvalis_1_1,0
655ef2d6b,arvalis_2,14,arvalis_2_0,3
657f6bf98,rres_1,43,rres_1_2,4
65cb7e88b,arvalis_1,57,arvalis_1_2,1
65d6480b2,usask_1,26,usask_1_1,3
65f13d74f,arvalis_3,8,arvalis_3_0,2
65f5afe35,arvalis_1,28,arvalis_1_1,2
6639b23df,ethz_1,73,ethz_1_3,2
6651c6f2f,ethz_1,63,ethz_1_3,4
666ca30b3,arvalis_1,37,arvalis_1_1,0
666e0a853,arvalis_1,60,arvalis_1_3,0
667b4a999,arvalis_2,11,arvalis_2_0,0
668149d6b,inrae_1,22,inrae_1_1,4
66adaf07a,arvalis_1,36,arvalis_1_1,3
66c96dce0,arvalis_2,15,arvalis_2_0,1
66d517e44,arvalis_1,35,arvalis_1_1,4
66d91891d,rres_1,42,rres_1_2,4
66ee3048c,rres_1,49,rres_1_2,2
671fb8771,arvalis_1,38,arvalis_1_1,3
673b64e17,arvalis_1,41,arvalis_1_2,2
677da7510,arvalis_1,35,arvalis_1_1,1
678011fc2,arvalis_1,33,arvalis_1_1,1
67a70d2d7,inrae_1,26,inrae_1_1,0
67bc08594,inrae_1,25,inrae_1_1,4
67e5c5d41,ethz_1,52,ethz_1_2,1
67e82d536,ethz_1,76,ethz_1_3,0
6811a6ee9,arvalis_1,61,arvalis_1_3,3
681baf2e2,ethz_1,77,ethz_1_3,3
682f78993,arvalis_1,61,arvalis_1_3,2
684a2c62a,usask_1,35,usask_1_1,1
684dfcf04,ethz_1,71,ethz_1_3,2
68561559e,arvalis_3,24,arvalis_3_1,2
687972820,rres_1,54,rres_1_2,1
688e051dc,arvalis_3,15,arvalis_3_0,4
6895c563e,rres_1,48,rres_1_2,2
68b603861,ethz_1,62,ethz_1_3,3
68fa4a555,arvalis_1,23,arvalis_1_1,0
68fedffd4,usask_1,19,usask_1_0,3
6902bbaf2,ethz_1,66,ethz_1_3,4
69041dcff,ethz_1,70,ethz_1_3,4
690c7d8f0,ethz_1,95,ethz_1_4,0
692570572,ethz_1,75,ethz_1_3,3
69286a6cc,rres_1,54,rres_1_2,3
6939a6e17,arvalis_1,44,arvalis_1_2,1
69595016d,arvalis_1,28,arvalis_1_1,2
695ae4a12,usask_1,40,usask_1_2,2
695cd49dd,rres_1,34,rres_1_1,1
696530284,rres_1,51,rres_1_2,4
69662aa1c,arvalis_3,13,arvalis_3_0,4
69809f5c0,arvalis_1,30,arvalis_1_1,1
69855d3de,usask_1,19,usask_1_0,1
69913c545,arvalis_1,80,arvalis_1_4,1
6994e1821,rres_1,44,rres_1_2,4
699810258,ethz_1,55,ethz_1_2,1
69a211ccf,rres_1,17,rres_1_0,2
69b3074c4,ethz_1,67,ethz_1_3,0
69c5b6df3,arvalis_1,43,arvalis_1_2,1
69d37b0ba,arvalis_1,31,arvalis_1_1,4
69e509038,rres_1,56,rres_1_2,4
69f565b5a,arvalis_1,40,arvalis_1_2,2
69fc3d3ff,usask_1,16,usask_1_0,4
6a0e4e8cf,rres_1,50,rres_1_2,4
6a1ad8811,ethz_1,49,ethz_1_2,0
6a2eac670,usask_1,28,usask_1_1,0
6a4d4d9bd,arvalis_1,55,arvalis_1_2,1
6a614e72e,arvalis_2,22,arvalis_2_1,0
6a62af644,arvalis_3,1,arvalis_3_0,0
6a739d41b,usask_1,40,usask_1_2,1
6a7cbd408,rres_1,34,rres_1_1,2
6a82e6e98,ethz_1,80,ethz_1_4,1
6a8522f06,arvalis_3,16,arvalis_3_0,3
6a888dbcf,arvalis_1,41,arvalis_1_2,0
6a8a08409,rres_1,34,rres_1_1,3
6a9534cf5,arvalis_1,38,arvalis_1_1,0
6a9c581d2,inrae_1,22,inrae_1_1,1
6ab50eedf,ethz_1,60,ethz_1_3,1
6ac5ecca6,ethz_1,78,ethz_1_3,4
6af5a0a2b,arvalis_1,39,arvalis_1_1,4
6b055e6cc,inrae_1,22,inrae_1_1,1
6b0b7bbd9,arvalis_1,45,arvalis_1_2,1
6b2a591e8,arvalis_1,32,arvalis_1_1,3
6b2a72b4f,arvalis_1,41,arvalis_1_2,2
6b4169a72,rres_1,38,rres_1_1,4
6b51ff205,arvalis_3,29,arvalis_3_1,4
6b62a043a,rres_1,37,rres_1_1,4
6b62d8c94,inrae_1,8,inrae_1_0,4
6b8416819,rres_1,59,rres_1_2,0
6b95f62ec,ethz_1,75,ethz_1_3,0
6bb270e8d,arvalis_1,36,arvalis_1_1,2
6bc82b5c6,ethz_1,65,ethz_1_3,4
6bd3f949d,rres_1,59,rres_1_2,4
6bfbcee57,ethz_1,70,ethz_1_3,4
6c071b9da,rres_1,31,rres_1_1,3
6c1af9100,usask_1,22,usask_1_1,2
6c291229f,arvalis_1,54,arvalis_1_2,4
6c31301ae,rres_1,44,rres_1_2,2
6c583e722,arvalis_1,31,arvalis_1_1,4
6c66bb62d,ethz_1,68,ethz_1_3,0
6c7a6f8b8,ethz_1,60,ethz_1_3,4
6c9cf179f,arvalis_1,49,arvalis_1_2,3
6ca0ef373,ethz_1,75,ethz_1_3,4
6ca4eaf5b,inrae_1,25,inrae_1_1,2
6ce97e05f,inrae_1,24,inrae_1_1,1
6cecd54f5,arvalis_2,20,arvalis_2_1,0
6d16eb82c,arvalis_3,6,arvalis_3_0,2
6d1879f19,usask_1,33,usask_1_1,1
6d1c9f629,arvalis_1,38,arvalis_1_1,1
6d1ff0f34,rres_1,28,rres_1_1,2
6d262fcb8,arvalis_3,12,arvalis_3_0,3
6d27a58b7,arvalis_3,12,arvalis_3_0,2
6d34eb3b2,arvalis_1,26,arvalis_1_1,3
6d5e056b2,arvalis_1,49,arvalis_1_2,2
6d9127129,usask_1,22,usask_1_1,3
6d993d18d,rres_1,48,rres_1_2,0
6db264b94,arvalis_1,35,arvalis_1_1,1
6dbd83602,inrae_1,14,inrae_1_0,0
6dd6c4960,arvalis_1,37,arvalis_1_1,4
6de6b5347,arvalis_1,44,arvalis_1_2,2
6df093d5e,arvalis_3,55,arvalis_3_2,2
6df511e97,arvalis_1,45,arvalis_1_2,3
6dfeb6f7a,ethz_1,63,ethz_1_3,4
6e07bfe69,arvalis_1,29,arvalis_1_1,2
6e3da4ae3,arvalis_1,47,arvalis_1_2,2
6e43d71ec,arvalis_2,22,arvalis_2_1,3
6e58d4ea0,arvalis_3,59,arvalis_3_2,3
6e69bf773,rres_1,57,rres_1_2,4
6e6f7dd89,arvalis_1,37,arvalis_1_1,1
6e7c6ce51,arvalis_3,39,arvalis_3_1,3
6e8842770,rres_1,58,rres_1_2,3
6ea32891e,rres_1,61,rres_1_3,4
6ea7c07f2,ethz_1,63,ethz_1_3,0
6ef6fc905,ethz_1,77,ethz_1_3,2
6ef909f8f,arvalis_2,19,arvalis_2_0,0
6efc51980,rres_1,55,rres_1_2,0
6f01adf08,arvalis_1,34,arvalis_1_1,3
6f0b47178,ethz_1,55,ethz_1_2,3
6f10a6f8f,arvalis_1,39,arvalis_1_1,4
6f119c82d,arvalis_3,26,arvalis_3_1,1
6f1e9046d,ethz_1,70,ethz_1_3,2
6f24b1bab,arvalis_1,31,arvalis_1_1,2
6f4d09643,arvalis_1,64,arvalis_1_3,4
6f9bcd471,rres_1,42,rres_1_2,3
6fb67942f,arvalis_3,10,arvalis_3_0,0
70083c73e,ethz_1,70,ethz_1_3,2
701c2e3e9,arvalis_1,25,arvalis_1_1,2
701fdbf87,arvalis_1,52,arvalis_1_2,4
702385560,arvalis_1,47,arvalis_1_2,2
70282d0fc,arvalis_1,35,arvalis_1_1,0
70581f4f9,arvalis_3,18,arvalis_3_0,0
708553a80,arvalis_3,3,arvalis_3_0,1
7087bc3b2,ethz_1,68,ethz_1_3,3
7099cf18a,usask_1,26,usask_1_1,0
70aff3f9e,ethz_1,66,ethz_1_3,2
70b617a5e,arvalis_3,29,arvalis_3_1,0
70b693efe,arvalis_1,60,arvalis_1_3,3
70bc24fa2,rres_1,37,rres_1_1,0
70cfaefe9,arvalis_1,44,arvalis_1_2,0
70d39ea64,arvalis_3,53,arvalis_3_2,1
70dd6f08f,arvalis_1,52,arvalis_1_2,1
713c56d36,usask_1,18,usask_1_0,3
718b1c7b8,arvalis_1,46,arvalis_1_2,3
71b460a14,usask_1,39,usask_1_1,1
71bd00b15,arvalis_1,22,arvalis_1_1,2
71d2a4b3c,arvalis_2,27,arvalis_2_1,2
71fd03d51,usask_1,30,usask_1_1,2
7220f6fa6,ethz_1,70,ethz_1_3,0
7227652d3,rres_1,57,rres_1_2,0
722b46d6b,ethz_1,57,ethz_1_2,2
723068e09,arvalis_3,50,arvalis_3_2,1
7252dabad,arvalis_2,19,arvalis_2_0,1
7257fdd84,arvalis_1,28,arvalis_1_1,3
725c243a7,arvalis_1,30,arvalis_1_1,0
7264c58b9,ethz_1,70,ethz_1_3,0
726539191,arvalis_1,42,arvalis_1_2,0
72bb74284,inrae_1,12,inrae_1_0,3
72c3714bc,arvalis_2,30,arvalis_2_1,0
72d4c6b3e,arvalis_1,50,arvalis_1_2,0
72f2eca3a,arvalis_1,43,arvalis_1_2,3
72f8aaa4f,arvalis_3,25,arvalis_3_1,0
72fa543d6,rres_1,53,rres_1_2,3
731334e31,arvalis_1,33,arvalis_1_1,1
7347e16e8,arvalis_1,50,arvalis_1_2,4
737f28df2,rres_1,49,rres_1_2,3
7399292ea,arvalis_1,43,arvalis_1_2,3
73c28bef8,ethz_1,62,ethz_1_3,1
73dbabe1f,arvalis_1,35,arvalis_1_1,2
73ebcf532,inrae_1,26,inrae_1_1,4
73ebe3acc,ethz_1,76,ethz_1_3,2
73ec26fe8,ethz_1,62,ethz_1_3,3
73ed111df,rres_1,60,rres_1_3,3
73ed5eb37,ethz_1,70,ethz_1_3,0
74068babf,ethz_1,65,ethz_1_3,0
740d3c904,arvalis_2,11,arvalis_2_0,0
744856d95,arvalis_1,50,arvalis_1_2,0
744ea960b,arvalis_1,34,arvalis_1_1,4
74aa7fe9d,arvalis_1,54,arvalis_1_2,1
74d747bcf,arvalis_3,19,arvalis_3_0,4
74f88a07b,ethz_1,60,ethz_1_3,2
74feae99f,arvalis_3,4,arvalis_3_0,4
75132304c,arvalis_1,34,arvalis_1_1,0
752ae9486,arvalis_1,41,arvalis_1_2,1
7538c9a97,arvalis_1,23,arvalis_1_1,1
755becfe1,ethz_1,83,ethz_1_4,4
75735abbc,arvalis_1,59,arvalis_1_2,1
75791012a,arvalis_1,37,arvalis_1_1,2
75d62c43e,arvalis_3,13,arvalis_3_0,3
762743596,arvalis_1,43,arvalis_1_2,2
763327404,arvalis_3,22,arvalis_3_1,4
764c88483,arvalis_1,31,arvalis_1_1,0
76595919e,arvalis_3,1,arvalis_3_0,2
765f1b36a,rres_1,35,rres_1_1,2
767e515ec,ethz_1,88,ethz_1_4,1
768a74e08,arvalis_1,66,arvalis_1_3,4
768b0256e,arvalis_1,24,arvalis_1_1,2
769309456,arvalis_3,21,arvalis_3_1,1
769847044,ethz_1,66,ethz_1_3,1
76b0b1204,arvalis_2,16,arvalis_2_0,3
76bd18142,arvalis_1,23,arvalis_1_1,4
76be097e9,ethz_1,76,ethz_1_3,4
76e56c0b1,arvalis_1,31,arvalis_1_1,1
76f679a5c,arvalis_1,48,arvalis_1_2,2
7718ea4e9,arvalis_1,43,arvalis_1_2,2
77222a135,arvalis_3,54,arvalis_3_2,0
772287113,rres_1,55,rres_1_2,2
7727e3256,arvalis_3,13,arvalis_3_0,2
7727eeebc,usask_1,32,usask_1_1,0
772be0d11,arvalis_1,47,arvalis_1_2,3
77311ad58,ethz_1,75,ethz_1_3,2
773a616f7,ethz_1,66,ethz_1_3,1
773bf9022,arvalis_3,63,arvalis_3_3,4
773c33268,rres_1,43,rres_1_2,0
7767b2fe0,arvalis_3,41,arvalis_3_2,3
77683d1a4,arvalis_1,31,arvalis_1_1,3
777fa71f7,arvalis_3,51,arvalis_3_2,3
77d1a2316,arvalis_1,73,arvalis_1_3,0
77d1f3c18,ethz_1,63,ethz_1_3,2
77f6e7caf,ethz_1,64,ethz_1_3,1
7803a8211,usask_1,55,usask_1_2,4
7820f5412,arvalis_2,22,arvalis_2_1,0
7826a88b5,arvalis_3,49,arvalis_3_2,2
783a00fe3,arvalis_3,13,arvalis_3_0,0
785755a9c,arvalis_1,41,arvalis_1_2,2
78746472c,ethz_1,54,ethz_1_2,4
78752f185,arvalis_3,58,arvalis_3_2,2
787d3091c,rres_1,48,rres_1_2,3
789511da9,arvalis_1,49,arvalis_1_2,0
78b0bf2ec,arvalis_1,29,arvalis_1_1,4
78b1ea0d6,arvalis_1,41,arvalis_1_2,2
78cf5b3fd,ethz_1,53,ethz_1_2,0
78edb3987,usask_1,15,usask_1_0,2
7939edac8,arvalis_1,50,arvalis_1_2,3
793ef2974,arvalis_1,33,arvalis_1_1,1
7969968d8,arvalis_1,32,arvalis_1_1,2
797dd3e01,rres_1,61,rres_1_3,0
798a261f0,usask_1,12,usask_1_0,2
79964dffd,arvalis_1,41,arvalis_1_2,4
79a1d0dad,arvalis_1,31,arvalis_1_1,0
79adcb57c,arvalis_2,16,arvalis_2_0,3
79b825776,rres_1,19,rres_1_0,3
79c8a1627,arvalis_3,1,arvalis_3_0,0
79ce67248,arvalis_2,15,arvalis_2_0,2
79d5a9b6b,ethz_1,63,ethz_1_3,2
79eca0678,arvalis_1,46,arvalis_1_2,1
7a0fe3392,arvalis_1,81,arvalis_1_4,4
7a77062fb,arvalis_1,35,arvalis_1_1,0
7a9d1d1f2,arvalis_2,18,arvalis_2_0,3
7a9d28a53,arvalis_1,47,arvalis_1_2,1
7aa682e0f,arvalis_2,17,arvalis_2_0,1
7ab4f3778,ethz_1,69,ethz_1_3,3
7ad46c7f4,rres_1,58,rres_1_2,3
7aef54163,arvalis_1,31,arvalis_1_1,4
7afe5795e,arvalis_3,52,arvalis_3_2,4
7b0840687,ethz_1,60,ethz_1_3,3
7b138337f,arvalis_1,78,arvalis_1_3,0
7b3a5ad53,arvalis_3,18,arvalis_3_0,1
7b44cb250,arvalis_1,41,arvalis_1_2,1
7b72ea0fb,usask_1,41,usask_1_2,0
7b7a3b322,arvalis_1,28,arvalis_1_1,0
7b7b3c08f,arvalis_3,30,arvalis_3_1,2
7b89e388a,ethz_1,67,ethz_1_3,2
7b9dfab15,arvalis_1,64,arvalis_1_3,0
7ba4db1d7,ethz_1,71,ethz_1_3,1
7bb11e582,arvalis_3,18,arvalis_3_0,1
7bca11467,ethz_1,73,ethz_1_3,0
7be932521,arvalis_1,52,arvalis_1_2,2
7bf6e7991,rres_1,30,rres_1_1,1
7c23b7b20,arvalis_2,27,arvalis_2_1,0
7c2780e55,arvalis_3,42,arvalis_3_2,0
7c3570738,ethz_1,82,ethz_1_4,1
7c3c4d604,ethz_1,48,ethz_1_2,0
7c4a4a55c,arvalis_1,42,arvalis_1_2,4
7c5221c68,arvalis_1,52,arvalis_1_2,1
7c598ce6b,rres_1,62,rres_1_3,1
7c659d49a,rres_1,52,rres_1_2,0
7c6e9829c,arvalis_3,61,arvalis_3_3,3
7c79cea8f,arvalis_1,20,arvalis_1_1,1
7c7d269c8,ethz_1,73,ethz_1_3,0
7c9096e13,arvalis_1,41,arvalis_1_2,1
7c91c33f0,arvalis_1,51,arvalis_1_2,0
7cb03cdc1,arvalis_1,38,arvalis_1_1,2
7cb9748c4,arvalis_1,32,arvalis_1_1,0
7cca42bf6,rres_1,44,rres_1_2,1
7ccd0f00c,arvalis_1,32,arvalis_1_1,4
7d0d1f2f4,arvalis_3,46,arvalis_3_2,1
7d574da3d,inrae_1,23,inrae_1_1,1
7d5af5b74,rres_1,52,rres_1_2,0
7d6074b93,arvalis_1,49,arvalis_1_2,0
7d6cc4b2a,usask_1,14,usask_1_0,2
7d827f03c,ethz_1,58,ethz_1_2,2
7dac36eaa,rres_1,59,rres_1_2,2
7de1fc333,inrae_1,24,inrae_1_1,3
7de5ba231,ethz_1,52,ethz_1_2,0
7df975b07,ethz_1,71,ethz_1_3,2
7e011d07b,arvalis_1,54,arvalis_1_2,0
7e0523b81,arvalis_3,55,arvalis_3_2,2
7e18f16b8,rres_1,30,rres_1_1,3
7e1a10f51,inrae_1,30,inrae_1_1,0
7e416089d,ethz_1,55,ethz_1_2,1
